007/2022-SSAM,1
211/2021/SEMED,0
009/2022/SEVOP,1
004/2022-SSAM,1
001/2022-SME,1
218/2021/SEMED,0
015/2022/SEMA,1
008/2022/SEVOP,1
024/2022/SEVO,1
006/2022-SSAM,1
007/2022-SSAM,1
012/2022-SSAM,1
218/2021/SEMED,0
001/2022-SME,1
015/2022/SEMA,1
009/2022/SEVOP,1
008/2022/SEVOP,1
006/2022-SSAM,1
008/2022-FMS,1
002/2022-FMS,1
024/2022-SME,1
002/2022-FMS,1
023/2022-SME,1
003/2022-FMS,1
010/2022/SEVO,1
007/2022-FMS,1
008/2022-FMS,1
01/2022/FCCM,1
018/2022-SSAM,1
005/2022/SEVOP,1
024/2022-SME,1
010/2022/SEVO,1
023/2022-SME,1
024/2022-SSAM,1
005/2022/SEVOP,1
007/2022/SEVO,1
018/2022-SSAM,1
01/2022/FCCM,1
025/2022/SEPL,1
149/2019-SME,1
001/2022-FMS,1
025/2022/SEPL,1
009/2022-SME,1
003/2022/SEMA,1
004/2022/SDU,1
021/2022/SMSI,1
006/2022/SEMM,1
023/2022/SMSI,1
002/2022/SEPL,1
001/2022/SEVO,1
054/2022/SEAS,1
012/2022/SEVO,1
014/2022-FMS,1
011/2022/SEVO,1
25/2022-FMS,1
04/2022-FMS,1
009/2022-SME,1
016/2022-FMS,1
031/2022/SEVO,1
019/2022/SEVO,1
012/2022/SEVO,1
031/2022/SEVO,1
023/2022-FMS,1
041/2022-FMS,1
020/2022/SEVO,1
13/2022-FMS,1
54/2022-FMS,1
024/2022-FMS,1
20220910,0
016/2022-SSAM,1
024/2022-FMS,1
028/2022/SEVO,0
035/2022-FMS,1
047/2022-FMS,1
43/2022-FMS,1
03/2022/FCCM,0
39/2022-FMS,1
017/2022-SSAM,1
046/2022-FMS,1
58/2022-FMS,1
027/2022/SEVO,1
053/2022-FMS,1
049/2022-FMS.,1
124/2017/FMS,3
040/2022-FMS,1
006/022-FMS,1
003/2022-SME,1
049/2022-FMS,1
008/2018-FMS,3
07/2022/FCCM,0
06/2022/FCCM,1
049/2022-FMS,1
008/2018-FMS,3
66/2022-FMS,1
56/2022-FMS,1
59/2022-FMS,1
003/2022-SME,1
02/2022/FCCM,1
027/2022/SEVO,1
65/2022-FMS,1
02/2022/FCCM,1
65/2022-FMS,1
33/2022-FMS,1
263/2018-FMS,2
61/2022-FMS,1
62/2022-FMS,1
302/2022/SME,0
071/2021/SEVO,1
20220728,0
09/2022/FCCM,1
19/2022-FMS,1
52/2022-FMS,1
14/2022/FCCM,1
12/2022/FCCM,1
036/2022/SEVO,1
71/2022-FMS,1
038/2022/SEVO,1
15/2022-FMS,1
80/2022-FMS,1
026/2022-FMS,1
34/2022-FMS,1
302/2022/SME,0
001/2018-SME,1
029/2022-SSAM,1
05/2022/FCCM,1
04/2022/FCCM,1
013/2022/FCCM,1
013/2022-SSAM,1
034/2022/SEVO,1
18/2022-FMS,1
21/2022-FMS,1
42/2022-FMS,1
035/2022/SEPL,1
082/2022-FMS,1
55/2022-FMS.,1
55/2022-FMS,1
030/2022/SDU,1
087/2022-FMS,1
088/2022-FMS,1
68/2022-FMS,1
68/2022-FMS,1
84/2022-FMS,1
67/2022-FMS,1
078/2022-FMS,1
28/2022-FMS,1
15/2022/FCCM,1
11/2022-FMS,1
99/2022-FMS,1
10/2022-FMS,1
89/2022-FMS,1
10/2022-FMS,1
89/2022-FMS,1
57/2022-FMS,1
86/2022-FMS,1
100/2022-FMS2,1
96/2022-FMS,1
102/2022-FMS,1
30/2022-FMS,1
042/2022/SEVO,1
026/2022/SEAS,1
63/2022-FMS,1
98/2022-FMS,1
041/2022/SEMA,1
055/2022/SEVO,1
051/2022/SEAS,1
046/2022/SEMA,1
014/2022-SSAM,1
76/2022-FMS,1
051/2022-FMS3,1
60/2022-FMS,1
37/2022-FMS,1
104/2022-FMS,1
44/2022-FMS,1
105/2022-FMS,1
006/2022-SME,1
007/2022-SME,1
050/2022/SEAS,1
052/2022/SEAS,1
049/2022/SEAS,1
058/2022/SEVO,1
058/2022/SEVO,1
014/2022-SSAM,1
50/2022-FMS,1
112/2022-FMS,1
36/2022-FMS,1
69/2022-FMS,1
17/2022-FMS,1
22/2022-FMS,1
107/2022-FMS,1
64/2022-FMS,1
037/2022/SEVO,0
09/2022-FMS,1
093/2022/SEAS,1
062/2022/SEMA,1
070/2022/SDU,1
061/2022/SEMAD,1
118/2022-FMS,1
056/2022-SEVO,1
027/2022-FMS,1
125/2022-FMS,1
115/2022-FMS,1
124/2022-FMS,1
110/2022-FMS,1
067/2022/SEPL,1
064/2022/SEMA,1
063/2022/SEMA,1
015/2022-SSAM,1
059/2022/SEVO,1
065/2022/SEAS,1
117/2022-FMS,1
0139/2022/SEA,1
042/2022-SME,1
109/2022-FMS,1
123/2022-FMS,1
129/2022-FMS,1
126/2022-FMS,1
20220773,0
90/2022-FMS,1
114/2022-FMS,1
116/2022-FMS,1
127/2022-FMS,1
028/2022-SSAM,1
030/2022-SSAM,1
121/2022-FMS,1
106/2022-FMS,1
071/2022/SEVO,1
130/2022-FMS,1
070/2022-FMS,1
128/2022-FMS,1
134/2022-FMS,1
135/2022-FMS,1
131/2022-FMS,1
111/2022-FMS,1
73/2022-FMS,1
74/2022-FMS,1
047/2022/SEMA,1
040/2022/SEMA,1
136/2022-FMS,1
069/2022/SEMA,1
133/2022-FMS,1
029/2022/SEVO,1
033/2022/SMSI,1
076/2022/SEVO,1
045/2022/SEMA,1
033/2022/SMSI.,0
045/2022-FMS,1
072/2022/SEVO,1
075/2022-FMS,1
075/2022-FMS.,1
032/2022/SMSI,1
077/2022/SEVO,1
12/2022-FMS,1
082/2022/SEMAD,1
081/2022/SEMA,1
079/2022/SEMA,1
227/2020/SEVO,3
043/2022/SEMA,1
145/2022-FMS,1
20220845,0
085/2022-FMS,1
122/2022-FMS.,1
122/2022-FMS,1
93/2022-FMS,1
097/2022-FMS,1
011/2022-SME,1
012/2022-SME,1
013/2022-SME,1
015/2022-SME,1
014/2022-SME,1
016/2022-SME,1
147/2022-FMS,1
011/2022-SME,1
031/2022-SSAM,1
020/2022-FMS,0
101/2022-FMS,0
153/2022-FMS,0
017/2022-SME,1
157/2022-FMS,0
019/2022-SME,1
018/2022-SME,1
020/2022-SME,1
014/2022-SME,1
144/2022-FMS,0
120/2022-FMS,0
044/2022/SEMA,1
113/2022-FMS,1
078/2022/SEVO,1
150/2022-FMS,1
010/2022-SME,1
056/2022-SME,1
088/2022/SEVO,1
089/2022/SDU,1
155/2022-FMS,1
083/2022-FMS,1
072/2022-FMS,1
159/2022-FMS,1
132/2022-FMS.,1
148/2022-FMS,1
158/2022-FMS,1
152/2022-FMS,1
075/2022-SEVOP,1
036/2022-SME,1
029/2022-SME,1
026/2022-SME,1
030/2022-SME,1
034/2022-SME,1
028/2022-SME,0
033/2022-SME,0
040/2022-SME,0
039/2022-SME,0
027/2022-SME,0
035/2022-SME,0
037/2022-SME,0
032/2022-SME,0
031/2022-SME,0
038/2022-SME,0
017/2022/FCCM,1
016/2022/FCCM,1
160/2022-FMS,1
151/2022-FMS,1
77/2022-FMS,1
103/2022-FMS,1
149/2022-FMS,1
168/2022-FMS,1
162/2022-FMS,1
086/2022-SEVO,1
080/2022/SEVO,1
113/2022/SEVO,1
083/2022/SEMA,1
096/2022/SEASP,1
090/2022/SEAS,1
092/2022-FMS,1
164/2022-FMS,1
141/2022-FMS,1
103/2022/SEVO,1
173/2022-FMS,1
335/2021-FMS,2
172/2022-FMS,0
099/2022/SEAS,1
139/2022-FMS,1
79/2022-FMS,1
02/2021/FCCM,1
95/2022-FMS,1
165/2022-FMS,1
102/2022/SEMM,1
167/2022-FMS,1
119/2022-FMS,1
020/2022/FCCM,1
018/2022/FCCM,1
019/2022/FCCM,1
140/2022-FMS,0
166/2022-FMS,1
303/2022/SME,0
100/202/SEVOP,1
085/2022/SEMAD,1
094/2022/SEVO,1
119/2022-FMS.,0
112/2022/SMSI,1
098/2022-SEVOP,1
091/2022/SMSI,1
052/2022-SME,1
066/2022-SME,0
068/2022-SME,0
049/2022-SME,1
054/2022-SME,1
050/2022-SME,1
033/2022-SSAM,1
053/2022-SME,1
104/2022/SEVO,1
115/2022/SEMA,1
108/2022/SEVO,1
175/2022-FMS,1
097/2022/SEVO,1
107/2022-SEVO,1
029/2017-SEMA,2
021/2022/FCCM,1
114/2022/SEVO,1
177/2022-FMS,1
106/2022/SEVO,1
110/2022/SEVO,1
022/2022/FCCM,1
137/2022-FMS,0
156/2022-FMS,0
163/2022-FMS,1
087/2022-SEVO,1
109/2022/SEAS,1
034/2022-SSAM,0
111/2022/SMSI,1
101/2022/SEMA,1
131/2022/SEVO,1
170/2022-FMS,1
023/2022/FCCM,1
179/2022-FMS,1
171/2022-FMS,1
169/2022-FMS,1
118/2022/SEAS,1
154/2022-FMS,1
146/2020-SME,0
119/2022/SEAS,1
122/2022-SEAS,1
125/2022-SEAS,1
061/2022-SME,0
128/2022-SEAS,1
129/2022-SEAS,1
127/2022-SEAS,1
073/2022/SMSI,1
145/2020-SME,0
135/2022/SEAS,1
138/2022/SEAS,1
304/2022/SME,0
121/2022-SEASP,1
157/2022-SEVO,1
124/2022-SEAS,1
137/2022/SEAS,1
117/2022-SEAS,1
176/2022-FMS,1
143/2022/SEMA,1
145/2022/SEMAD,1
136/2022-SEAS,1
174/2022-FMS,1
180/2022-FMS,1
146/2022/SEM,1
144/2022/SEMA,1
059/2022-SME,1
133/2022/SEVO,1
140/2020-SEASPA,1
025/2022/FCCM,1
132/2022,1
120/2022-SEASPA,1
126/2022-SEAS,1
142/2022/SEVO,1
148/2022/SEMA,1
159/2022/SEMA,1
024/2022/FCCM,1
156/2022/SEVO,1
149/2022/SEVO,1
153/2022/SEVO,1
152/2022/SEVO,1
150/2022/SEVO,0
151/2022/SEVO,1
376/2020-FMS,2
181/2022-FMS,1
147/2022/SEMA,1
227/2020/SEVO,3
404/2020/SEVO,2
404/2020/SEVO,2
123/2022-SEAS,1
157/2021-FMS.,1
158/2022/SEVO,0
026/2022/FCCM,1
305/2022/SME,0
CONT.006/2021,1
078/2022-SME,0
074/2022-SME,0
176/2020-FMS,1
076/2022-SME,0
183/2022-FMS,1
188/2022-FMS,1
192/2022-FMS,1
222/2020/SEVO,2
184/2022-FMS,1
187/2022-FMS,1
105/2022/SEVO,1
222/2020/SEVO,2
296/2021/SEVOP,1
162/2022-SEVOP,1
28/2018/SEMAD,1
28/2018/SEMAD,1
190/2022-FMS,1
196/2022-FMS,1
162/2022/SEVO,1
296/2021/SEVOP,1
191/2022-FMS,1
182/2022-FMS,1
154/2022/SEPL,1
095/2022/SEAS,1
134/2022/SEAS,1
194/2022-FMS,1
195/2022-FMS,1
199/2022-FMS,1
197/2022-FMS,1
155/2022/SEPL,1
198/2022-FMS,1
163/2022/SEVO,1
189/2022-FMS,1
201/2022-FMS,1
193/2022-FMS,1
207/2022-FMS,1
208/2022-FMS,1
130/2022-SEAS,1
203/2022-FMS,1
210/2022-FMS,1
206/2022-FMS,1
314/2019/SEVO,3
307/2022/SME,0
308/2022/SME,0
204/2022-FMS,1
209/2022-FMS,1
212/2022-FMS,1
168/2022/SEAS,1
167/2022/SEASP,1
202/2022-FMS,1
166/2022/SEAS,1
027/2022/FCCM,1
306/2022/SME,0
213/2022-FMS,1
028/2022/FCCM,1
037/2022-SSAM,1
164/2022/SEVO,1
036/2022-SSAM,1
169/2022-SEPL,1
035/2022-SSAM,1
035-2022-SSAM,1
173/2022-SEMA,1
171/2022/SEMA,1
170/2022/SEMA,1
309/2022/SME,0
214/2022-FMS,1
211/2022-FMS,1
175/2022-SEMA,1
029/2022/FCCM,1
171/2021-FMS,1
038/2022-SSAM,0
205/2022-FMS,1
174/2022-SEMA,1
165/2022-SEAS,0
177/2022/SEVO,1
178/2022-SEVO,1
186/2021/SEAS,2
170/2022/SEVO,1
176/2022/SEVO,1
179/2022/SEMA,1
184/2022/SEVO,0
20221227,0
20221232,0
218/2022-FMS,1
182/2022/SMSI,0
221/2022-FMS,0
031/2022/FCCM,1
185/2022/SEVO,0
186/2022/SDU,0
186/2022-FMS,1
219/2022-FMS,1
188/2022/SEVO,0
412/2021/SEVO,1
223/2022-FMS,0
033/2022/FCCM,1
032/2022/FCCM,1
191/2022/SEVO,0
190/2022/SMSI,0
193/2022-SEVO,0
20221281,0
200/2022-FMS,0
195/2022-SDU,0
195/2022/SDU,0
222/2022-FMS,0
20221311,0
